time,muscle,hip_moment_arm,knee_moment_arm,ankle_moment_arm
0.04697986577181208,add_long,0.0,0.0,0.0
0.04697986577181208,biceps_fem_lh,0.0,0.0,0.0
0.04697986577181208,biceps_fem_sh,0.0,0.0,0.0
0.04697986577181208,semitend,0.0,0.0,0.0
0.04697986577181208,semimem,0.0,0.0,0.0
0.04697986577181208,rectus_fem,0.02,0.045,0.0
0.04697986577181208,vast_lat,0.0,0.045,0.0
0.04697986577181208,vast_med,0.0,0.045,0.0
0.04697986577181208,vast_int,0.0,0.045,0.0
0.04697986577181208,gastroc_med,0.0,-0.02,0.05
0.04697986577181208,gastroc_lat,0.0,-0.02,0.05
0.04697986577181208,soleus,0.0,0.0,0.05
0.04697986577181208,tib_ant,0.0,0.0,0.0
0.04697986577181208,tib_post,0.0,0.0,0.0
0.04697986577181208,peron_brev,0.0,0.0,0.0
0.053691275167785234,iliacus,0.065,0.0,0.0
0.053691275167785234,glut_max,-0.05,0.0,0.0
0.053691275167785234,glut_med,-0.05,0.0,0.0
0.053691275167785234,add_long,0.0,0.0,0.0
0.053691275167785234,biceps_fem_lh,0.0,0.0,0.0
0.053691275167785234,biceps_fem_sh,0.0,0.0,0.0
0.053691275167785234,semitend,0.0,0.0,0.0
0.053691275167785234,semimem,0.0,0.0,0.0
0.053691275167785234,rectus_fem,0.02,0.045,0.0
0.053691275167785234,vast_lat,0.0,0.045,0.0
0.053691275167785234,vast_med,0.0,0.045,0.0
0.053691275167785234,vast_int,0.0,0.045,0.0
0.053691275167785234,gastroc_med,0.0,-0.02,0.05
0.053691275167785234,gastroc_lat,0.0,-0.02,0.05
0.053691275167785234,soleus,0.0,0.0,0.05
0.053691275167785234,tib_ant,0.0,0.0,0.0
0.053691275167785234,tib_post,0.0,0.0,0.0
0.053691275167785234,peron_brev,0.0,0.0,0.0
0.060402684563758385,iliacus,0.065,0.0,0.0
0.060402684563758385,glut_max,-0.05,0.0,0.0
0.060402684563758385,glut_med,-0.05,0.0,0.0
0.060402684563758385,add_long,0.0,0.0,0.0
0.060402684563758385,biceps_fem_lh,0.0,0.0,0.0
0.060402684563758385,biceps_fem_sh,0.0,0.0,0.0
0.060402684563758385,semitend,0.0,0.0,0.0
0.060402684563758385,semimem,0.0,0.0,0.0
0.060402684563758385,rectus_fem,0.02,0.045,0.0
0.060402684563758385,vast_lat,0.0,0.045,0.0
0.060402684563758385,vast_med,0.0,0.045,0.0
0.060402684563758385,vast_int,0.0,0.045,0.0
0.060402684563758385,gastroc_med,0.0,-0.02,0.05
0.060402684563758385,gastroc_lat,0.0,-0.02,0.05
0.060402684563758385,soleus,0.0,0.0,0.05
0.060402684563758385,tib_ant,0.0,0.0,0.0
0.060402684563758385,tib_post,0.0,0.0,0.0
0.060402684563758385,peron_brev,0.0,0.0,0.0
0.06711409395973154,iliacus,0.065,0.0,0.0
0.06711409395973154,glut_max,-0.05,0.0,0.0
0.06711409395973154,glut_med,-0.05,0.0,0.0
0.06711409395973154,add_long,0.0,0.0,0.0
0.06711409395973154,biceps_fem_lh,0.0,0.0,0.0
0.06711409395973154,biceps_fem_sh,0.0,0.0,0.0
0.06711409395973154,semitend,0.0,0.0,0.0
0.06711409395973154,semimem,0.0,0.0,0.0
0.06711409395973154,rectus_fem,0.02,0.045,0.0
0.06711409395973154,vast_lat,0.0,0.045,0.0
0.06711409395973154,vast_med,0.0,0.045,0.0
0.06711409395973154,vast_int,0.0,0.045,0.0
0.06711409395973154,gastroc_med,0.0,-0.02,0.05
0.06711409395973154,gastroc_lat,0.0,-0.02,0.05
0.06711409395973154,soleus,0.0,0.0,0.05
0.06711409395973154,tib_ant,0.0,0.0,0.0
0.06711409395973154,tib_post,0.0,0.0,0.0
0.06711409395973154,peron_brev,0.0,0.0,0.0
0.0738255033557047,iliacus,0.065,0.0,0.0
0.0738255033557047,glut_max,-0.05,0.0,0.0
0.0738255033557047,glut_med,-0.05,0.0,0.0
0.0738255033557047,add_long,0.0,0.0,0.0
0.0738255033557047,biceps_fem_lh,0.0,0.0,0.0
0.0738255033557047,biceps_fem_sh,0.0,0.0,0.0
0.0738255033557047,semitend,0.0,0.0,0.0
0.0738255033557047,semimem,0.0,0.0,0.0
0.0738255033557047,rectus_fem,0.02,0.045,0.0
0.0738255033557047,vast_lat,0.0,0.045,0.0
0.0738255033557047,vast_med,0.0,0.045,0.0
0.0738255033557047,vast_int,0.0,0.045,0.0
0.0738255033557047,gastroc_med,0.0,-0.02,0.05
0.0738255033557047,gastroc_lat,0.0,-0.02,0.05
0.0738255033557047,soleus,0.0,0.0,0.05
0.0738255033557047,tib_ant,0.0,0.0,0.0
0.0738255033557047,tib_post,0.0,0.0,0.0
0.0738255033557047,peron_brev,0.0,0.0,0.0
0.08053691275167785,iliacus,0.065,0.0,0.0
0.08053691275167785,glut_max,-0.05,0.0,0.0
0.08053691275167785,glut_med,-0.05,0.0,0.0
0.08053691275167785,add_long,0.0,0.0,0.0
0.08053691275167785,biceps_fem_lh,0.0,0.0,0.0
0.08053691275167785,biceps_fem_sh,0.0,0.0,0.0
0.08053691275167785,semitend,0.0,0.0,0.0
0.08053691275167785,semimem,0.0,0.0,0.0
0.08053691275167785,rectus_fem,0.02,0.045,0.0
0.08053691275167785,vast_lat,0.0,0.045,0.0
0.08053691275167785,vast_med,0.0,0.045,0.0
0.08053691275167785,vast_int,0.0,0.045,0.0
0.08053691275167785,gastroc_med,0.0,-0.02,0.05
0.08053691275167785,gastroc_lat,0.0,-0.02,0.05
0.08053691275167785,soleus,0.0,0.0,0.05
0.08053691275167785,tib_ant,0.0,0.0,0.0
0.08053691275167785,tib_post,0.0,0.0,0.0
0.08053691275167785,peron_brev,0.0,0.0,0.0
0.087248322147651,iliacus,0.065,0.0,0.0
0.087248322147651,glut_max,-0.05,0.0,0.0
0.087248322147651,glut_med,-0.05,0.0,0.0
0.087248322147651,add_long,0.0,0.0,0.0
0.087248322147651,biceps_fem_lh,0.0,0.0,0.0
0.087248322147651,biceps_fem_sh,0.0,0.0,0.0
0.087248322147651,semitend,0.0,0.0,0.0
0.087248322147651,semimem,0.0,0.0,0.0
0.087248322147651,rectus_fem,0.02,0.045,0.0
0.087248322147651,vast_lat,0.0,0.045,0.0
0.087248322147651,vast_med,0.0,0.045,0.0
0.087248322147651,vast_int,0.0,0.045,0.0
0.087248322147651,gastroc_med,0.0,-0.02,0.05
0.087248322147651,gastroc_lat,0.0,-0.02,0.05
0.087248322147651,soleus,0.0,0.0,0.05
0.087248322147651,tib_ant,0.0,0.0,0.0
0.087248322147651,tib_post,0.0,0.0,0.0
0.087248322147651,peron_brev,0.0,0.0,0.0
0.09395973154362416,iliacus,0.065,0.0,0.0
0.09395973154362416,glut_max,-0.05,0.0,0.0
0.09395973154362416,glut_med,-0.05,0.0,0.0
0.09395973154362416,add_long,0.0,0.0,0.0
0.09395973154362416,biceps_fem_lh,0.0,0.0,0.0
0.09395973154362416,biceps_fem_sh,0.0,0.0,0.0
0.09395973154362416,semitend,0.0,0.0,0.0
0.09395973154362416,semimem,0.0,0.0,0.0
0.09395973154362416,rectus_fem,0.02,0.045,0.0
0.09395973154362416,vast_lat,0.0,0.045,0.0
0.09395973154362416,vast_med,0.0,0.045,0.0
0.09395973154362416,vast_int,0.0,0.045,0.0
0.09395973154362416,gastroc_med,0.0,-0.02,0.05
0.09395973154362416,gastroc_lat,0.0,-0.02,0.05
0.09395973154362416,soleus,0.0,0.0,0.05
0.09395973154362416,tib_ant,0.0,0.0,0.0
0.09395973154362416,tib_post,0.0,0.0,0.0
0.09395973154362416,peron_brev,0.0,0.0,0.0
0.10067114093959731,iliacus,0.065,0.0,0.0
0.10067114093959731,glut_max,-0.05,0.0,0.0
0.10067114093959731,glut_med,-0.05,0.0,0.0
0.10067114093959731,add_long,0.0,0.0,0.0
0.10067114093959731,biceps_fem_lh,0.0,0.0,0.0
0.10067114093959731,biceps_fem_sh,0.0,0.0,0.0
0.10067114093959731,semitend,0.0,0.0,0.0
0.10067114093959731,semimem,0.0,0.0,0.0
0.10067114093959731,rectus_fem,0.02,0.045,0.0
0.10067114093959731,vast_lat,0.0,0.045,0.0
0.10067114093959731,vast_med,0.0,0.045,0.0
0.10067114093959731,vast_int,0.0,0.045,0.0
0.10067114093959731,gastroc_med,0.0,-0.02,0.05
0.10067114093959731,gastroc_lat,0.0,-0.02,0.05
0.10067114093959731,soleus,0.0,0.0,0.05
0.10067114093959731,tib_ant,0.0,0.0,0.0
0.10067114093959731,tib_post,0.0,0.0,0.0
0.10067114093959731,peron_brev,0.0,0.0,0.0
0.10738255033557047,iliacus,0.065,0.0,0.0
0.10738255033557047,glut_max,-0.05,0.0,0.0
0.10738255033557047,glut_med,-0.05,0.0,0.0
0.10738255033557047,add_long,0.0,0.0,0.0
0.10738255033557047,biceps_fem_lh,0.0,0.0,0.0
0.10738255033557047,biceps_fem_sh,0.0,0.0,0.0
0.10738255033557047,semitend,0.0,0.0,0.0
0.10738255033557047,semimem,0.0,0.0,0.0
0.10738255033557047,rectus_fem,0.02,0.045,0.0
0.10738255033557047,vast_lat,0.0,0.045,0.0
0.10738255033557047,vast_med,0.0,0.045,0.0
0.10738255033557047,vast_int,0.0,0.045,0.0
0.10738255033557047,gastroc_med,0.0,-0.02,0.05
0.10738255033557047,gastroc_lat,0.0,-0.02,0.05
0.10738255033557047,soleus,0.0,0.0,0.05
0.10738255033557047,tib_ant,0.0,0.0,0.0
0.10738255033557047,tib_post,0.0,0.0,0.0
0.10738255033557047,peron_brev,0.0,0.0,0.0
0.11409395973154363,iliacus,0.065,0.0,0.0
0.11409395973154363,glut_max,-0.05,0.0,0.0
0.11409395973154363,glut_med,-0.05,0.0,0.0
0.11409395973154363,add_long,0.0,0.0,0.0
0.11409395973154363,biceps_fem_lh,0.0,0.0,0.0
0.11409395973154363,biceps_fem_sh,0.0,0.0,0.0
0.11409395973154363,semitend,0.0,0.0,0.0
0.11409395973154363,semimem,0.0,0.0,0.0
0.11409395973154363,rectus_fem,0.02,0.045,0.0
0.11409395973154363,vast_lat,0.0,0.045,0.0
0.11409395973154363,vast_med,0.0,0.045,0.0
0.11409395973154363,vast_int,0.0,0.045,0.0
0.11409395973154363,gastroc_med,0.0,-0.02,0.05
0.11409395973154363,gastroc_lat,0.0,-0.02,0.05
0.11409395973154363,soleus,0.0,0.0,0.05
0.11409395973154363,tib_ant,0.0,0.0,0.0
0.11409395973154363,tib_post,0.0,0.0,0.0
0.11409395973154363,peron_brev,0.0,0.0,0.0
0.12080536912751677,iliacus,0.065,0.0,0.0
0.12080536912751677,glut_max,-0.05,0.0,0.0
0.12080536912751677,glut_med,-0.05,0.0,0.0
0.12080536912751677,add_long,0.0,0.0,0.0
0.12080536912751677,biceps_fem_lh,0.0,0.0,0.0
0.12080536912751677,biceps_fem_sh,0.0,0.0,0.0
0.12080536912751677,semitend,0.0,0.0,0.0
0.12080536912751677,semimem,0.0,0.0,0.0
0.12080536912751677,rectus_fem,0.02,0.045,0.0
0.12080536912751677,vast_lat,0.0,0.045,0.0
0.12080536912751677,vast_med,0.0,0.045,0.0
0.12080536912751677,vast_int,0.0,0.045,0.0
0.12080536912751677,gastroc_med,0.0,-0.02,0.05
0.12080536912751677,gastroc_lat,0.0,-0.02,0.05
0.12080536912751677,soleus,0.0,0.0,0.05
0.12080536912751677,tib_ant,0.0,0.0,0.0
0.12080536912751677,tib_post,0.0,0.0,0.0
0.12080536912751677,peron_brev,0.0,0.0,0.0
0.12751677852348994,iliacus,0.065,0.0,0.0
0.12751677852348994,glut_max,-0.05,0.0,0.0
0.12751677852348994,glut_med,-0.05,0.0,0.0
0.12751677852348994,add_long,0.0,0.0,0.0
0.12751677852348994,biceps_fem_lh,0.0,0.0,0.0
0.12751677852348994,biceps_fem_sh,0.0,0.0,0.0
0.12751677852348994,semitend,0.0,0.0,0.0
0.12751677852348994,semimem,0.0,0.0,0.0
0.12751677852348994,rectus_fem,0.02,0.045,0.0
0.12751677852348994,vast_lat,0.0,0.045,0.0
0.12751677852348994,vast_med,0.0,0.045,0.0
0.12751677852348994,vast_int,0.0,0.045,0.0
0.12751677852348994,gastroc_med,0.0,-0.02,0.05
0.12751677852348994,gastroc_lat,0.0,-0.02,0.05
0.12751677852348994,soleus,0.0,0.0,0.05
0.12751677852348994,tib_ant,0.0,0.0,0.0
0.12751677852348994,tib_post,0.0,0.0,0.0
0.12751677852348994,peron_brev,0.0,0.0,0.0
0.1342281879194631,iliacus,0.065,0.0,0.0
0.1342281879194631,glut_max,-0.05,0.0,0.0
0.1342281879194631,glut_med,-0.05,0.0,0.0
0.1342281879194631,add_long,0.0,0.0,0.0
0.1342281879194631,biceps_fem_lh,0.0,0.0,0.0
0.1342281879194631,biceps_fem_sh,0.0,0.0,0.0
0.1342281879194631,semitend,0.0,0.0,0.0
0.1342281879194631,semimem,0.0,0.0,0.0
0.1342281879194631,rectus_fem,0.02,0.045,0.0
0.1342281879194631,vast_lat,0.0,0.045,0.0
0.1342281879194631,vast_med,0.0,0.045,0.0
0.1342281879194631,vast_int,0.0,0.045,0.0
0.1342281879194631,gastroc_med,0.0,-0.02,0.05
0.1342281879194631,gastroc_lat,0.0,-0.02,0.05
0.1342281879194631,soleus,0.0,0.0,0.05
0.1342281879194631,tib_ant,0.0,0.0,0.0
0.1342281879194631,tib_post,0.0,0.0,0.0
0.1342281879194631,peron_brev,0.0,0.0,0.0
0.14093959731543623,iliacus,0.065,0.0,0.0
0.14093959731543623,glut_max,-0.05,0.0,0.0
0.14093959731543623,glut_med,-0.05,0.0,0.0
0.14093959731543623,add_long,0.0,0.0,0.0
0.14093959731543623,biceps_fem_lh,0.0,0.0,0.0
0.14093959731543623,biceps_fem_sh,0.0,0.0,0.0
0.14093959731543623,semitend,0.0,0.0,0.0
0.14093959731543623,semimem,0.0,0.0,0.0
0.14093959731543623,rectus_fem,0.02,0.045,0.0
0.14093959731543623,vast_lat,0.0,0.045,0.0
0.14093959731543623,vast_med,0.0,0.045,0.0
0.14093959731543623,vast_int,0.0,0.045,0.0
0.14093959731543623,gastroc_med,0.0,-0.02,0.05
0.14093959731543623,gastroc_lat,0.0,-0.02,0.05
0.14093959731543623,soleus,0.0,0.0,0.05
0.14093959731543623,tib_ant,0.0,0.0,0.0
0.14093959731543623,tib_post,0.0,0.0,0.0
0.14093959731543623,peron_brev,0.0,0.0,0.0
0.1476510067114094,iliacus,0.065,0.0,0.0
0.1476510067114094,glut_max,-0.05,0.0,0.0
0.1476510067114094,glut_med,-0.05,0.0,0.0
0.1476510067114094,add_long,0.0,0.0,0.0
0.1476510067114094,biceps_fem_lh,0.0,0.0,0.0
0.1476510067114094,biceps_fem_sh,0.0,0.0,0.0
0.1476510067114094,semitend,0.0,0.0,0.0
0.1476510067114094,semimem,0.0,0.0,0.0
0.1476510067114094,rectus_fem,0.02,0.045,0.0
0.1476510067114094,vast_lat,0.0,0.045,0.0
0.1476510067114094,vast_med,0.0,0.045,0.0
0.1476510067114094,vast_int,0.0,0.045,0.0
0.1476510067114094,gastroc_med,0.0,-0.02,0.05
0.1476510067114094,gastroc_lat,0.0,-0.02,0.05
0.1476510067114094,soleus,0.0,0.0,0.05
0.1476510067114094,tib_ant,0.0,0.0,0.0
0.1476510067114094,tib_post,0.0,0.0,0.0
0.1476510067114094,peron_brev,0.0,0.0,0.0
0.15436241610738255,iliacus,0.065,0.0,0.0
0.15436241610738255,glut_max,-0.05,0.0,0.0
0.15436241610738255,glut_med,-0.05,0.0,0.0
0.15436241610738255,add_long,0.0,0.0,0.0
0.15436241610738255,biceps_fem_lh,0.0,0.0,0.0
0.15436241610738255,biceps_fem_sh,0.0,0.0,0.0
0.15436241610738255,semitend,0.0,0.0,0.0
0.15436241610738255,semimem,0.0,0.0,0.0
0.15436241610738255,rectus_fem,0.02,0.045,0.0
0.15436241610738255,vast_lat,0.0,0.045,0.0
0.15436241610738255,vast_med,0.0,0.045,0.0
0.15436241610738255,vast_int,0.0,0.045,0.0
0.15436241610738255,gastroc_med,0.0,-0.02,0.05
0.15436241610738255,gastroc_lat,0.0,-0.02,0.05
0.15436241610738255,soleus,0.0,0.0,0.05
0.15436241610738255,tib_ant,0.0,0.0,0.0
0.15436241610738255,tib_post,0.0,0.0,0.0
0.15436241610738255,peron_brev,0.0,0.0,0.0
0.1610738255033557,iliacus,0.065,0.0,0.0
0.1610738255033557,glut_max,-0.05,0.0,0.0
0.1610738255033557,glut_med,-0.05,0.0,0.0
0.1610738255033557,add_long,0.0,0.0,0.0
0.1610738255033557,biceps_fem_lh,0.0,0.0,0.0
0.1610738255033557,biceps_fem_sh,0.0,0.0,0.0
0.1610738255033557,semitend,0.0,0.0,0.0
0.1610738255033557,semimem,0.0,0.0,0.0
0.1610738255033557,rectus_fem,0.02,0.045,0.0
0.1610738255033557,vast_lat,0.0,0.045,0.0
0.1610738255033557,vast_med,0.0,0.045,0.0
0.1610738255033557,vast_int,0.0,0.045,0.0
0.1610738255033557,gastroc_med,0.0,-0.02,0.05
0.1610738255033557,gastroc_lat,0.0,-0.02,0.05
0.1610738255033557,soleus,0.0,0.0,0.05
0.1610738255033557,tib_ant,0.0,0.0,0.0
0.1610738255033557,tib_post,0.0,0.0,0.0
0.1610738255033557,peron_brev,0.0,0.0,0.0
0.16778523489932887,iliacus,0.065,0.0,0.0
0.16778523489932887,glut_max,-0.05,0.0,0.0
0.16778523489932887,glut_med,-0.05,0.0,0.0
0.16778523489932887,add_long,0.0,0.0,0.0
0.16778523489932887,biceps_fem_lh,0.0,0.0,0.0
0.16778523489932887,biceps_fem_sh,0.0,0.0,0.0
0.16778523489932887,semitend,0.0,0.0,0.0
0.16778523489932887,semimem,0.0,0.0,0.0
0.16778523489932887,rectus_fem,0.02,0.045,0.0
0.16778523489932887,vast_lat,0.0,0.045,0.0
0.16778523489932887,vast_med,0.0,0.045,0.0
0.16778523489932887,vast_int,0.0,0.045,0.0
0.16778523489932887,gastroc_med,0.0,-0.02,0.05
0.16778523489932887,gastroc_lat,0.0,-0.02,0.05
0.16778523489932887,soleus,0.0,0.0,0.05
0.16778523489932887,tib_ant,0.0,0.0,0.0
0.16778523489932887,tib_post,0.0,0.0,0.0
0.16778523489932887,peron_brev,0.0,0.0,0.0
0.174496644295302,iliacus,0.065,0.0,0.0
0.174496644295302,glut_max,-0.05,0.0,0.0
0.174496644295302,glut_med,-0.05,0.0,0.0
0.174496644295302,add_long,0.0,0.0,0.0
0.174496644295302,biceps_fem_lh,0.0,0.0,0.0
0.174496644295302,biceps_fem_sh,0.0,0.0,0.0
0.174496644295302,semitend,0.0,0.0,0.0
0.174496644295302,semimem,0.0,0.0,0.0
0.174496644295302,rectus_fem,0.02,0.045,0.0
0.174496644295302,vast_lat,0.0,0.045,0.0
0.174496644295302,vast_med,0.0,0.045,0.0
0.174496644295302,vast_int,0.0,0.045,0.0
0.174496644295302,gastroc_med,0.0,-0.02,0.05
0.174496644295302,gastroc_lat,0.0,-0.02,0.05
0.174496644295302,soleus,0.0,0.0,0.05
0.174496644295302,tib_ant,0.0,0.0,0.0
0.174496644295302,tib_post,0.0,0.0,0.0
0.174496644295302,peron_brev,0.0,0.0,0.0
0.18120805369127516,iliacus,0.065,0.0,0.0
0.18120805369127516,glut_max,-0.05,0.0,0.0
0.18120805369127516,glut_med,-0.05,0.0,0.0
0.18120805369127516,add_long,0.0,0.0,0.0
0.18120805369127516,biceps_fem_lh,0.0,0.0,0.0
0.18120805369127516,biceps_fem_sh,0.0,0.0,0.0
0.18120805369127516,semitend,0.0,0.0,0.0
0.18120805369127516,semimem,0.0,0.0,0.0
0.18120805369127516,rectus_fem,0.02,0.045,0.0
0.18120805369127516,vast_lat,0.0,0.045,0.0
0.18120805369127516,vast_med,0.0,0.045,0.0
0.18120805369127516,vast_int,0.0,0.045,0.0
0.18120805369127516,gastroc_med,0.0,-0.02,0.05
0.18120805369127516,gastroc_lat,0.0,-0.02,0.05
0.18120805369127516,soleus,0.0,0.0,0.05
0.18120805369127516,tib_ant,0.0,0.0,0.0
0.18120805369127516,tib_post,0.0,0.0,0.0
0.18120805369127516,peron_brev,0.0,0.0,0.0
0.18791946308724833,iliacus,0.065,0.0,0.0
0.18791946308724833,glut_max,-0.05,0.0,0.0
0.18791946308724833,glut_med,-0.05,0.0,0.0
0.18791946308724833,add_long,0.0,0.0,0.0
0.18791946308724833,biceps_fem_lh,0.0,0.0,0.0
0.18791946308724833,biceps_fem_sh,0.0,0.0,0.0
0.18791946308724833,semitend,0.0,0.0,0.0
0.18791946308724833,semimem,0.0,0.0,0.0
0.18791946308724833,rectus_fem,0.02,0.045,0.0
0.18791946308724833,vast_lat,0.0,0.045,0.0
0.18791946308724833,vast_med,0.0,0.045,0.0
0.18791946308724833,vast_int,0.0,0.045,0.0
0.18791946308724833,gastroc_med,0.0,-0.02,0.05
0.18791946308724833,gastroc_lat,0.0,-0.02,0.05
